"good" "purpose" "fico" "loan_amnt" "income"
"good" "debt_consolidation" 712 10000 NA
"good" "debt_consolidation" 742 11000 48000
"good" "debt_consolidation" 697 5000 NA
"good" "debt_consolidation" 687 6500 30600
"good" "debt_consolidation" 672 20000 69000
"good" "debt_consolidation" 677 12000 45000
"bad" "vacation_wedding" 667 8250 NA
"good" "debt_consolidation" 742 21000 150500
"good" "debt_consolidation" 667 8400 32000
"good" "debt_consolidation" 687 7000 37500
"bad" "major_purchase" 707 12000 60000
"bad" "debt_consolidation" 682 7200 NA
"good" "debt_consolidation" 722 12000 NA
"good" "debt_consolidation" 717 12800 75000
"good" "major_purchase" 732 3050 16800
"good" "debt_consolidation" 692 9000 38000
"bad" "debt_consolidation" 692 10000 NA
"good" "debt_consolidation" 727 10000 95000
"bad" "debt_consolidation" 672 10000 77400
"good" "debt_consolidation" 667 8500 61000
"good" "debt_consolidation" 747 35000 70000
"good" "debt_consolidation" 717 7200 67000
"good" "debt_consolidation" 707 21000 90000
"good" "debt_consolidation" 727 27000 140000
"good" "debt_consolidation" 712 28625 55000
"good" "debt_consolidation" 672 4000 32400
"good" "other" 682 7300 50000
"good" "debt_consolidation" 742 18000 70000
"good" "other" 732 5000 35000
"good" "debt_consolidation" 702 6500 46212
"good" "small_business" 687 14100 43000
"good" "small_business" 712 35000 140000
"good" "home_improvement" 682 10000 115000
"good" "debt_consolidation" 712 3000 NA
"good" "debt_consolidation" 682 25000 95000
"good" "debt_consolidation" 702 28000 235000
"good" "debt_consolidation" 687 10000 NA
"good" "debt_consolidation" 742 12000 NA
"good" "small_business" 682 10000 80000
"good" "debt_consolidation" 722 11000 NA
"good" "small_business" 672 10000 55000
"good" "debt_consolidation" 747 5000 55000
"good" "other" 817 5000 NA
"good" "debt_consolidation" 702 5000 NA
"bad" "debt_consolidation" 692 6000 NA
"good" "vacation_wedding" 682 5000 111740
"good" "debt_consolidation" 667 20050 67500
"bad" "vacation_wedding" 677 7000 41000
"good" "debt_consolidation" 742 25000 120000
"bad" "debt_consolidation" 677 3000 NA
"good" "debt_consolidation" 662 8400 41500
"good" "debt_consolidation" 672 24925 60000
"good" "debt_consolidation" 692 5000 75000
"good" "debt_consolidation" 692 12000 80000
"good" "debt_consolidation" 702 12000 NA
"bad" "debt_consolidation" 697 13200 NA
"good" "major_purchase" 772 6000 48000
"good" "debt_consolidation" 752 10000 50000
"good" "debt_consolidation" 752 17500 NA
"good" "debt_consolidation" 692 6500 53000
"good" "small_business" 737 10000 NA
"good" "debt_consolidation" 722 12000 NA
"good" "debt_consolidation" 682 10000 NA
"good" "debt_consolidation" 702 12375 NA
"good" "debt_consolidation" 717 10000 NA
"good" "small_business" 672 4400 80000
"good" "small_business" 682 20000 70000
"good" "debt_consolidation" 722 25000 80000
"bad" "debt_consolidation" 697 14125 45696
"good" "vacation_wedding" 687 35000 1e+05
"good" "debt_consolidation" 737 13600 NA
"good" "debt_consolidation" 722 20000 50000
"bad" "debt_consolidation" 707 18000 66000
"good" "debt_consolidation" 702 13000 80000
"good" "debt_consolidation" 707 35000 1e+05
"good" "debt_consolidation" 717 35000 123000
"good" "debt_consolidation" 737 12000 NA
"good" "debt_consolidation" 672 7200 60000
"good" "small_business" 742 25000 150000
"good" "other" 687 4000 NA
"good" "debt_consolidation" 737 7000 NA
"good" "other" 677 15000 90000
"good" "debt_consolidation" 732 12800 NA
"bad" "debt_consolidation" 682 35000 71316
"good" "debt_consolidation" 702 15000 NA
"good" "debt_consolidation" 712 7200 34000
"good" "debt_consolidation" 667 13000 36000
"good" "debt_consolidation" 752 28000 65000
"good" "debt_consolidation" 727 12000 NA
"bad" "debt_consolidation" 687 16000 NA
"good" "other" 717 14000 NA
"good" "debt_consolidation" 692 11500 74000
"good" "debt_consolidation" 677 10500 NA
"good" "debt_consolidation" 682 14400 NA
"good" "debt_consolidation" 732 16000 65000
"good" "debt_consolidation" 727 5375 NA
"good" "debt_consolidation" 707 12000 61000
"bad" "debt_consolidation" 737 12000 83000
"good" "small_business" 777 17000 120000
"good" "debt_consolidation" 712 30000 106000
"bad" "debt_consolidation" 672 13000 NA
"bad" "debt_consolidation" 727 7125 NA
"good" "vacation_wedding" 677 14000 NA
"good" "debt_consolidation" 692 8000 NA
"good" "debt_consolidation" 712 12500 58000
"good" "major_purchase" 682 10000 40000
"good" "other" 702 12000 NA
"good" "debt_consolidation" 702 14000 NA
"good" "debt_consolidation" 767 7500 48000
"good" "debt_consolidation" 722 19200 40000
"good" "debt_consolidation" 697 9000 NA
"good" "debt_consolidation" 697 16000 60000
"good" "debt_consolidation" 742 20000 65000
"good" "debt_consolidation" 697 9000 50000
"bad" "debt_consolidation" 727 9600 55000
"bad" "debt_consolidation" 707 12000 NA
"good" "home_improvement" 737 18000 133224
"good" "small_business" 677 1000 NA
"bad" "debt_consolidation" 692 15000 38000
"good" "debt_consolidation" 662 12000 38000
"good" "medical" 717 12000 41000
"good" "debt_consolidation" 742 14000 NA
"good" "debt_consolidation" 712 15600 NA
"good" "debt_consolidation" 722 10000 NA
"good" "other" 682 7200 23000
"bad" "debt_consolidation" 722 22250 47532
"good" "debt_consolidation" 692 13250 NA
"good" "home_improvement" 737 26400 150000
"good" "debt_consolidation" 712 11000 32000
"good" "debt_consolidation" 722 9600 NA
"good" "debt_consolidation" 662 10000 35000
"good" "other" 692 7000 NA
"good" "vacation_wedding" 727 11000 NA
"good" "vacation_wedding" 692 13000 NA
"good" "debt_consolidation" 757 5000 NA
"bad" "small_business" 717 6000 NA
"good" "debt_consolidation" 677 3000 105000
"bad" "debt_consolidation" 702 8200 42000
"good" "debt_consolidation" 697 17000 NA
"good" "major_purchase" 687 5000 35000
"good" "debt_consolidation" 707 6400 23000
"good" "debt_consolidation" 717 13000 NA
"good" "debt_consolidation" 747 18000 36000
"good" "debt_consolidation" 722 16000 NA
"good" "debt_consolidation" 682 13200 40000
"good" "debt_consolidation" 662 10000 38200
"bad" "debt_consolidation" 712 15000 37000
"good" "debt_consolidation" 682 5000 NA
"good" "debt_consolidation" 722 7200 38000
"good" "debt_consolidation" 737 15000 43000
"bad" "debt_consolidation" 672 15700 60000
"good" "debt_consolidation" 662 5000 46000
"good" "debt_consolidation" 702 9600 105000
"good" "debt_consolidation" 697 16000 107000
"bad" "debt_consolidation" 712 35000 235000
"good" "debt_consolidation" 727 21000 70000
"bad" "debt_consolidation" 677 12000 NA
"good" "debt_consolidation" 707 6000 24000
"good" "debt_consolidation" 677 20000 51750
"good" "other" 677 6000 NA
"good" "debt_consolidation" 682 7150 50000
"bad" "debt_consolidation" 667 13000 NA
"good" "small_business" 797 32000 120000
"bad" "home_improvement" 672 8000 NA
"good" "debt_consolidation" 727 15500 40000
"good" "debt_consolidation" 717 7000 97600
"good" "debt_consolidation" 767 12000 70800
"good" "debt_consolidation" 677 10400 45000
"good" "debt_consolidation" 687 12000 60000
"good" "vacation_wedding" 722 8000 88000
"good" "debt_consolidation" 677 16000 74000
"good" "debt_consolidation" 707 4500 91500
"good" "debt_consolidation" 687 5000 42500
"good" "major_purchase" 692 3600 45000
"good" "debt_consolidation" 692 30000 75000
"good" "debt_consolidation" 707 21000 103000
"good" "small_business" 692 7000 NA
"good" "home_improvement" 777 17475 90000
"good" "debt_consolidation" 727 27575 63000
"good" "debt_consolidation" 757 7000 NA
"good" "debt_consolidation" 737 15000 35000
"good" "debt_consolidation" 667 2250 16000
"good" "debt_consolidation" 722 17050 53000
"good" "debt_consolidation" 677 16500 110000
"good" "home_improvement" 697 35000 69000
"good" "debt_consolidation" 687 3250 16000
"good" "debt_consolidation" 727 7000 NA
"good" "debt_consolidation" 727 24000 80000
"good" "debt_consolidation" 672 13200 80952
"good" "debt_consolidation" 732 22750 65000
"good" "debt_consolidation" 717 12000 NA
"good" "debt_consolidation" 742 30000 175000
"bad" "vacation_wedding" 697 1200 NA
"good" "debt_consolidation" 707 4800 35000
"good" "debt_consolidation" 667 18000 60000
"good" "debt_consolidation" 722 7200 35000
"good" "debt_consolidation" 732 15000 NA
"good" "debt_consolidation" 672 10500 60000
"good" "other" 697 15000 NA
"bad" "small_business" 727 5000 66000
"good" "debt_consolidation" 717 12800 77000
"good" "small_business" 722 4000 NA
"good" "debt_consolidation" 722 14000 NA
"good" "debt_consolidation" 732 27000 130000
"good" "debt_consolidation" 707 15000 61000
"good" "debt_consolidation" 682 35000 90000
"good" "debt_consolidation" 672 2400 NA
"good" "debt_consolidation" 717 5900 14400
"good" "debt_consolidation" 692 5000 70000
"good" "debt_consolidation" 717 22000 82500
"bad" "debt_consolidation" 662 13250 35000
"good" "debt_consolidation" 717 12600 43200
"good" "debt_consolidation" 722 20000 125000
"good" "debt_consolidation" 752 18000 80000
"good" "debt_consolidation" 677 19200 87500
"good" "debt_consolidation" 697 7000 NA
"good" "debt_consolidation" 727 25000 80000
"good" "other" 757 10000 70000
"good" "other" 672 2250 17352
"good" "debt_consolidation" 727 23000 63208
"good" "small_business" 667 6750 48000
"good" "debt_consolidation" 707 10000 45500
"good" "debt_consolidation" 737 16000 48000
"good" "debt_consolidation" 722 5600 NA
"good" "debt_consolidation" 662 12000 68000
"good" "other" 777 4800 35000
"good" "debt_consolidation" 732 25000 63000
"bad" "debt_consolidation" 707 10000 29406
"bad" "debt_consolidation" 727 2200 26004
"bad" "debt_consolidation" 702 24000 120000
"good" "debt_consolidation" 767 16000 NA
"good" "debt_consolidation" 727 10000 34000
"bad" "debt_consolidation" 682 10625 NA
"good" "debt_consolidation" 677 9600 40000
"bad" "debt_consolidation" 672 7200 88800
"good" "debt_consolidation" 717 12000 NA
"good" "debt_consolidation" 702 5000 NA
"good" "debt_consolidation" 692 30000 85000
"good" "debt_consolidation" 672 12000 36000
"good" "debt_consolidation" 667 18000 80000
"good" "debt_consolidation" 712 10000 50000
"good" "debt_consolidation" 727 10000 NA
"good" "debt_consolidation" 752 26000 105000
"good" "debt_consolidation" 722 17475 45408
"bad" "debt_consolidation" 677 10400 72000
"good" "debt_consolidation" 717 10000 67500
"good" "debt_consolidation" 677 17250 60000
"good" "debt_consolidation" 752 10000 65000
"bad" "debt_consolidation" 732 12000 NA
"good" "debt_consolidation" 772 6000 34848
"good" "debt_consolidation" 682 19075 48000
"good" "debt_consolidation" 732 20000 55000
"good" "debt_consolidation" 737 24000 65000
"bad" "home_improvement" 707 17200 55000
"good" "home_improvement" 742 15000 75000
"bad" "debt_consolidation" 692 10625 30000
"good" "debt_consolidation" 677 8400 30000
"good" "debt_consolidation" 732 28000 160000
"good" "home_improvement" 682 16000 60000
"good" "debt_consolidation" 702 18000 59000
"good" "debt_consolidation" 707 15000 35000
"good" "debt_consolidation" 712 20675 81800
"good" "debt_consolidation" 702 13225 65000
"good" "debt_consolidation" 672 11775 NA
"bad" "debt_consolidation" 692 16400 61500
"good" "debt_consolidation" 707 10075 46000
"good" "debt_consolidation" 682 10000 62000
"good" "debt_consolidation" 702 14000 NA
"bad" "debt_consolidation" 732 13000 NA
"good" "debt_consolidation" 702 15000 75000
"good" "debt_consolidation" 702 5000 90000
"good" "debt_consolidation" 722 9350 1e+05
"bad" "small_business" 687 30000 110000
"good" "debt_consolidation" 707 18225 NA
"good" "debt_consolidation" 717 18000 50000
"good" "other" 747 3600 NA
"good" "debt_consolidation" 747 29000 180000
"good" "major_purchase" 667 5000 NA
"good" "debt_consolidation" 667 6400 NA
"bad" "debt_consolidation" 702 12000 40000
"good" "debt_consolidation" 747 35000 114054
"good" "debt_consolidation" 722 18000 70000
"good" "debt_consolidation" 662 8075 35000
"good" "debt_consolidation" 722 15625 45000
"good" "debt_consolidation" 722 24000 77000
"bad" "home_improvement" 687 5000 NA
"good" "debt_consolidation" 662 14000 76800
"good" "debt_consolidation" 692 6000 80000
"good" "debt_consolidation" 692 7200 NA
"bad" "debt_consolidation" 702 5000 NA
"good" "debt_consolidation" 702 6600 NA
"good" "major_purchase" 767 7000 24000
"good" "debt_consolidation" 687 20000 130000
"bad" "debt_consolidation" 682 8000 35000
"good" "home_improvement" 712 12000 NA
"good" "debt_consolidation" 702 20000 67000
"good" "debt_consolidation" 712 10000 31000
"good" "debt_consolidation" 732 16000 50000
"good" "other" 692 10000 NA
"good" "debt_consolidation" 677 18000 66000
"good" "debt_consolidation" 687 4000 NA
"good" "debt_consolidation" 697 15000 60000
"bad" "debt_consolidation" 677 10000 40000
"good" "debt_consolidation" 737 29500 45000
"good" "debt_consolidation" 687 20125 103000
"good" "debt_consolidation" 677 30000 137000
"good" "debt_consolidation" 687 24000 103000
"good" "debt_consolidation" 697 14000 75000
"good" "debt_consolidation" 692 5375 42000
"good" "debt_consolidation" 717 8300 NA
"good" "debt_consolidation" 722 7000 NA
"good" "home_improvement" 667 2425 NA
"good" "debt_consolidation" 697 6950 NA
"good" "debt_consolidation" 727 12375 32000
"good" "debt_consolidation" 687 35000 85000
"good" "debt_consolidation" 712 14000 60500
"good" "debt_consolidation" 682 14000 35000
"good" "debt_consolidation" 682 5500 NA
"good" "debt_consolidation" 677 4800 44600
"good" "debt_consolidation" 682 9000 52000
"good" "debt_consolidation" 692 16000 67000
"good" "debt_consolidation" 722 5000 NA
"good" "debt_consolidation" 737 35000 66000
"good" "debt_consolidation" 722 18500 36000
"bad" "home_improvement" 667 5350 52000
"good" "debt_consolidation" 747 25000 65000
"good" "debt_consolidation" 702 10000 36000
"good" "debt_consolidation" 737 12000 NA
"good" "debt_consolidation" 727 18000 40000
"good" "other" 667 3000 56604
"bad" "debt_consolidation" 712 6000 23040
"good" "debt_consolidation" 702 20000 90000
"good" "home_improvement" 712 35000 99224.88
"good" "debt_consolidation" 707 10000 52000
"good" "debt_consolidation" 757 12000 NA
"good" "debt_consolidation" 712 5875 17640
"good" "debt_consolidation" 707 10000 NA
"good" "debt_consolidation" 722 28000 118075
"good" "other" 697 11200 NA
"good" "debt_consolidation" 682 10000 NA
"good" "debt_consolidation" 707 20000 40000
"good" "debt_consolidation" 682 9450 NA
"bad" "debt_consolidation" 707 19000 38000
"good" "debt_consolidation" 692 18825 85000
"good" "debt_consolidation" 692 20400 52000
"good" "debt_consolidation" 692 21650 62361
"bad" "debt_consolidation" 667 24000 122400
"good" "debt_consolidation" 722 24500 52000
"good" "debt_consolidation" 722 9000 45000
"good" "debt_consolidation" 732 15000 NA
"good" "debt_consolidation" 697 20000 50000
"good" "debt_consolidation" 677 7100 36000
"good" "debt_consolidation" 692 6000 NA
"good" "debt_consolidation" 707 5600 NA
"good" "debt_consolidation" 722 7000 85000
"good" "debt_consolidation" 737 20300 80000
"good" "debt_consolidation" 702 6000 NA
"good" "debt_consolidation" 737 30000 62000
"good" "debt_consolidation" 722 12000 NA
"good" "debt_consolidation" 732 13650 44000
"good" "debt_consolidation" 737 24000 76000
"good" "debt_consolidation" 672 6200 51000
"good" "debt_consolidation" 722 25000 106000
"good" "debt_consolidation" 672 12000 42000
"bad" "other" 747 2300 78000
"good" "debt_consolidation" 722 8875 19240
"bad" "debt_consolidation" 687 18800 75000
"good" "home_improvement" 742 12000 NA
"good" "debt_consolidation" 727 9000 NA
"good" "debt_consolidation" 717 7600 75000
"good" "debt_consolidation" 732 16000 40000
"good" "debt_consolidation" 687 12000 24000
"good" "major_purchase" 682 22500 45000
"good" "debt_consolidation" 697 20000 105000
"good" "debt_consolidation" 667 6000 60000
"good" "debt_consolidation" 712 7200 NA
"good" "debt_consolidation" 717 8000 46330
"bad" "debt_consolidation" 682 24575 59000
"good" "debt_consolidation" 722 18000 36000
"good" "debt_consolidation" 787 19000 95000
"good" "debt_consolidation" 687 14400 58977
"good" "vacation_wedding" 677 8400 75000
"good" "debt_consolidation" 677 7500 27000
"good" "debt_consolidation" 687 30000 72000
"good" "debt_consolidation" 692 12375 NA
